"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon May 13 14:46:01 GMT 2024","Mon May 13 14:46:31 GMT 2024","29296","","Calculadora","","","","Operações Matemáticas {""a"":""2"",""b"":""2"",""operador"":""somar"",""total"":""4""}",""
"passed","Mon May 13 14:46:01 GMT 2024","Mon May 13 14:47:31 GMT 2024","90011","","Calculadora","","","","Operações Matemáticas {""a"":""9"",""b"":""3"",""operador"":""dividir"",""total"":""3""}",""
"passed","Mon May 13 14:46:01 GMT 2024","Mon May 13 14:48:03 GMT 2024","121684","","Calculadora","","","","Operações Matemáticas {""a"":""8"",""b"":""9"",""operador"":""multiplicar"",""total"":""72""}",""
"passed","Mon May 13 14:46:01 GMT 2024","Mon May 13 14:47:01 GMT 2024","59544","","Calculadora","","","","Operações Matemáticas {""a"":""7"",""b"":""3"",""operador"":""subtrair"",""total"":""4""}",""
