"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Jan 02 12:01:07 GMT 2024","Tue Jan 02 12:01:38 GMT 2024","31509","","Calculadora","","","","Operações Matemáticas {""a"":""2"",""b"":""2"",""operador"":""somar"",""total"":""4""}",""
"passed","Tue Jan 02 12:01:07 GMT 2024","Tue Jan 02 12:02:09 GMT 2024","61741","","Calculadora","","","","Operações Matemáticas {""a"":""7"",""b"":""3"",""operador"":""subtrair"",""total"":""4""}",""
"passed","Tue Jan 02 12:01:07 GMT 2024","Tue Jan 02 12:03:13 GMT 2024","126007","","Calculadora","","","","Operações Matemáticas {""a"":""8"",""b"":""9"",""operador"":""multiplicar"",""total"":""72""}",""
"passed","Tue Jan 02 12:01:07 GMT 2024","Tue Jan 02 12:02:43 GMT 2024","96042","","Calculadora","","","","Operações Matemáticas {""a"":""9"",""b"":""3"",""operador"":""dividir"",""total"":""3""}",""
