"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Nov 30 12:21:33 GMT 2023","Thu Nov 30 12:23:04 GMT 2023","91630","","Calculadora","","","","Operações Matemáticas {""a"":""9"",""b"":""3"",""operador"":""dividir"",""total"":""3""}",""
"passed","Thu Nov 30 12:21:33 GMT 2023","Thu Nov 30 12:23:35 GMT 2023","122917","","Calculadora","","","","Operações Matemáticas {""a"":""8"",""b"":""9"",""operador"":""multiplicar"",""total"":""72""}",""
"passed","Thu Nov 30 12:21:33 GMT 2023","Thu Nov 30 12:22:04 GMT 2023","31789","","Calculadora","","","","Operações Matemáticas {""a"":""2"",""b"":""2"",""operador"":""somar"",""total"":""4""}",""
"passed","Thu Nov 30 12:21:33 GMT 2023","Thu Nov 30 12:22:32 GMT 2023","59715","","Calculadora","","","","Operações Matemáticas {""a"":""7"",""b"":""3"",""operador"":""subtrair"",""total"":""4""}",""
